Course Code,Course Name,CRN,Type,Section,Time,Day,Instructor,Room Number,Building
EALC 230,Popular Cultures of Contemporary East Asia,76400,Discussion/ Recitation,ADF,10:00AM - 10:50AM,F,"Persiani, GRen, X",204,Transportation Building
EALC 230,Popular Cultures of Contemporary East Asia,76402,Discussion/ Recitation,ADG,11:00AM - 11:50AM,F,"Persiani, GRen, X",204,Transportation Building
EALC 230,Popular Cultures of Contemporary East Asia,78755,Discussion/ Recitation,ADH,12:00PM - 12:50PM,F,"Persiani, GRen, X",204,Transportation Building
EALC 230,Popular Cultures of Contemporary East Asia,78757,Discussion/ Recitation,ADI,05:00PM - 05:50PM,F,"Persiani, GZhang, S",242,Armory
EALC 250,Intro to Japanese Culture,47193,Discussion/ Recitation,AD8,01:00PM - 01:50PM,R,"Callahan, CLi, Y",30,"Literatures, Cultures, & Ling"
EALC 280,Anthropology of Martial Arts,79475,Lecture,JM,12:00PM - 12:50PM,MWF,"Martin, J",219,Gregory Hall
EALC 285,Intro to Korea Through Film,45636,Lecture-Discussion,A,12:30PM - 01:50PM,TR,"Song, M",370,Armory
EALC 365,Contemporary Korean Society,60229,Lecture-Discussion,A,10:00AM - 12:30PM,F,"Song, M",1035,Campus Instructional Facility
EALC 402,Ways of Seeing in Edo Japan,43955,Lecture-Discussion,AB,02:00PM - 03:20PM,MW,"Burkus-Chasson, A",316,Art and Design Building
EALC 402,Ways of Seeing in Edo Japan,43954,Lecture-Discussion,GRD,02:00PM - 03:20PM,MW,"Burkus-Chasson, A",316,Art and Design Building
EALC 430,Intro to East Asian Ling,45217,Lecture-Discussion,G,02:00PM - 03:20PM,TR,"Su, Y",1032,"Literatures, Cultures, & Ling"
EALC 430,Intro to East Asian Ling,42889,Lecture-Discussion,U,02:00PM - 03:20PM,TR,"Su, Y",1032,"Literatures, Cultures, & Ling"
EALC 466,Japanese Cinema,61806,Laboratory-DiscussionLecture,A3 A3,04:00PM - 05:50PM160004:00PM - 05:20PM,M      W,,1068,Lincoln Hall1068 Lincoln Hall
EALC 466,Japanese Cinema,61803,Laboratory-DiscussionLecture,A4 A4,04:00PM - 05:50PM160004:00PM - 05:20PM,M      W,,1068,Lincoln Hall1068 Lincoln Hall
EALC 470,Anthropology of Modern China,79479,Lecture,JM,11:00AM - 12:20PM,TR,"Martin, J",36,"Literatures, Cultures, & Ling"
EALC 485,"Karma of Words: Buddhism, Language and the Literary Arts of Japan",78363,Lecture,CC,04:00PM - 06:50PM,F,"Callahan, C",1018,"Literatures, Cultures, & Ling"
EALC 495,Topics in Asian Religions,72378,Lecture-Discussion,AN3,03:00PM - 05:00PM,W,"Newman, A",1128,"Literatures, Cultures, & Ling"
EALC 495,Topics in Asian Religions,72379,Lecture-Discussion,AN4,03:00PM - 05:00PM,W,"Newman, A",1128,"Literatures, Cultures, & Ling"
EALC 495,Topics in Asian Religions,46676,Lecture-Discussion,AT3,12:30PM - 01:50PM,TR,"Tosato, A",18,"Literatures, Cultures, & Ling"
EALC 495,Topics in Asian Religions,46677,Lecture-Discussion,AT4,12:30PM - 01:50PM,TR,"Tosato, A",18,"Literatures, Cultures, & Ling"
EALC 500,Proseminar in EALC,29833,Lecture,G,04:00PM - 06:20PM,T,"Wilson, R",,
EALC 511,Applied Literary Translation I,72614,Lecture-Discussion,B,03:00PM - 05:20PM,M,"Jenkins, R",96,"Literatures, Cultures, & Ling"
EALC 550,Seminar in EALC,78376,Lecture,JC2,02:00PM - 04:50PM,T,"Chen, J",320,Mumford Hall
EALC 560,East Asian Language Pedagogy,29834,Lecture,EG,01:00PM - 03:20PM,T,"Sadler, M",156,English Building
EALC 588,Sem Second Lang Learn,35544,Lecture-Discussion,MS,01:00PM - 02:20PM,MW,"Ionin, T",1136,"Literatures, Cultures, & Ling"
EALC 588,Sem Second Lang Learn,40982,Lecture-Discussion,XY,02:00PM - 03:20PM,TR,"Yan, X",23,"Literatures, Cultures, & Ling"
ECE 101,Exploring Digital Info Technol,45173,Laboratory,ABA,11:00AM - 12:50PM,F,,3081,Electrical & Computer Eng Bldg
ECE 101,Exploring Digital Info Technol,45172,Lecture,AL,11:00AM - 11:50AM,MW,"Chakravarty, A",3081,Electrical & Computer Eng Bldg
ECE 110,Introduction to Electronics,36785,Laboratory,AB0,06:00PM - 08:50PM,M,,1001,Electrical & Computer Eng Bldg
ECE 110,Introduction to Electronics,36788,Laboratory,AB1,09:00AM - 11:50AM,W,,1001,Electrical & Computer Eng Bldg
ECE 110,Introduction to Electronics,36780,Laboratory,AB2,09:00AM - 11:50AM,R,,1001,Electrical & Computer Eng Bldg
ECE 110,Introduction to Electronics,36801,Laboratory,AB3,09:00AM - 11:50AM,F,,1001,Electrical & Computer Eng Bldg
ECE 110,Introduction to Electronics,36794,Laboratory,AB4,12:00PM - 02:50PM,M,,1001,Electrical & Computer Eng Bldg
ECE 110,Introduction to Electronics,55569,Laboratory,AB5,12:00PM - 02:50PM,T,,1001,Electrical & Computer Eng Bldg
ECE 110,Introduction to Electronics,36798,Laboratory,AB6,12:00PM - 02:50PM,W,,1001,Electrical & Computer Eng Bldg
ECE 110,Introduction to Electronics,55155,Laboratory,AB7,12:00PM - 02:50PM,R,,1001,Electrical & Computer Eng Bldg
ECE 110,Introduction to Electronics,36781,Laboratory,AB8,12:00PM - 02:50PM,F,,1001,Electrical & Computer Eng Bldg
ECE 110,Introduction to Electronics,55156,Laboratory,AB9,03:00PM - 05:50PM,M,,1001,Electrical & Computer Eng Bldg
ECE 110,Introduction to Electronics,36778,Laboratory,ABA,03:00PM - 05:50PM,T,,1001,Electrical & Computer Eng Bldg
ECE 110,Introduction to Electronics,36800,Laboratory,ABB,03:00PM - 05:50PM,W,,1001,Electrical & Computer Eng Bldg
ECE 110,Introduction to Electronics,36792,Laboratory,ABC,03:00PM - 05:50PM,R,,1001,Electrical & Computer Eng Bldg
ECE 110,Introduction to Electronics,36783,Laboratory,ABD,09:00AM - 11:50AM,M,,1001,Electrical & Computer Eng Bldg
ECE 110,Introduction to Electronics,36796,Laboratory,ABE,09:00AM - 11:50AM,T,,1001,Electrical & Computer Eng Bldg
ECE 110,Introduction to Electronics,62483,Laboratory,ABF,06:00PM - 08:50PM,W,,1001,Electrical & Computer Eng Bldg
ECE 110,Introduction to Electronics,55568,Lecture,AL1,10:00AM - 10:50AM,MW,"Choi, HSchuh, J",1002,Electrical & Computer Eng Bldg
ECE 110,Introduction to Electronics,36790,Lecture,AL2,04:00PM - 04:50PM,MW,"Schuh, J",1013,Electrical & Computer Eng Bldg
ECE 110,Introduction to Electronics,36789,Lecture,AL3,02:00PM - 02:50PM,MW,"Kim, KSchuh, J",1002,Electrical & Computer Eng Bldg
ECE 110,Introduction to Electronics,62844,Lecture,AL4,09:00AM - 09:50AM,MW,"Schuh, J",1013,Electrical & Computer Eng Bldg
ECE 120,Introduction to Computing,64596,Discussion/ Recitation,AD1,11:00AM - 11:50AM,R,,1013,Electrical & Computer Eng Bldg
ECE 120,Introduction to Computing,64597,Discussion/ Recitation,AD2,12:00PM - 12:50PM,R,,1013,Electrical & Computer Eng Bldg
ECE 120,Introduction to Computing,64598,Discussion/ Recitation,AD3,01:00PM - 01:50PM,R,"Cho, J",2013,Electrical & Computer Eng Bldg
ECE 120,Introduction to Computing,64599,Discussion/ Recitation,AD4,02:00PM - 02:50PM,R,,2013,Electrical & Computer Eng Bldg
ECE 120,Introduction to Computing,65253,Discussion/ Recitation,AD5,03:00PM - 03:50PM,R,,3081,Electrical & Computer Eng Bldg
ECE 120,Introduction to Computing,65254,Discussion/ Recitation,AD6,04:00PM - 04:50PM,R,,2013,Electrical & Computer Eng Bldg
ECE 120,Introduction to Computing,65255,Discussion/ Recitation,AD7,05:00PM - 05:50PM,R,,2013,Electrical & Computer Eng Bldg
ECE 120,Introduction to Computing,65256,Discussion/ Recitation,AD8,11:00AM - 11:50AM,R,,3015,Electrical & Computer Eng Bldg
ECE 120,Introduction to Computing,65257,Discussion/ Recitation,AD9,12:00PM - 12:50PM,R,,2015,Electrical & Computer Eng Bldg
ECE 120,Introduction to Computing,65258,Discussion/ Recitation,ADA,01:00PM - 01:50PM,R,,2015,Electrical & Computer Eng Bldg
ECE 120,Introduction to Computing,65260,Discussion/ Recitation,ADB,02:00PM - 02:50PM,R,,3081,Electrical & Computer Eng Bldg
ECE 120,Introduction to Computing,65261,Discussion/ Recitation,ADC,03:00PM - 03:50PM,R,,4070,Electrical & Computer Eng Bldg
ECE 120,Introduction to Computing,66763,Discussion/ Recitation,ADD,04:00PM - 04:50PM,R,,3081,Electrical & Computer Eng Bldg
ECE 120,Introduction to Computing,64595,Lecture,AL1,09:00AM - 09:50AM,MWF,"Bhowmik, U",3081,Electrical & Computer Eng Bldg
ECE 120,Introduction to Computing,65734,Lecture,AL3,01:00PM - 01:50PM,MWF,"Aggarwal, A",1002,Electrical & Computer Eng Bldg
ECE 120,Introduction to Computing,75613,Lecture,AL5,03:00PM - 03:50PM,MWF,,1002,Electrical & Computer Eng Bldg
ECE 198,Special Topics,63630,Laboratory,JS1,06:00PM - 07:50PM,T,"Schmitz, C",1001,Electrical & Computer Eng Bldg
ECE 198,Special Topics,62921,Laboratory,JS2,06:00PM - 07:50PM,R,"Schmitz, C",1001,Electrical & Computer Eng Bldg
ECE 199,Undergraduate Open Seminar,69256,Discussion/ Recitation,110,09:00AM - 09:50AM,TR,"Schmitz, C",2013,Electrical & Computer Eng Bldg
ECE 199,Undergraduate Open Seminar,69258,Discussion/ Recitation,120,03:00PM - 03:50PM,TR,"Schmitz, CSnyder, C",3038,Campus Instructional Facility
ECE 200,Seminar,29836,Lecture,SH,05:00PM - 06:50PM,W,"Kudeki, E",1002,Electrical & Computer Eng Bldg
ECE 205,Electrical and Electronic Circuits,68303,Laboratory,AB2,10:00AM - 11:50AM,M,,4074,Electrical & Computer Eng Bldg
ECE 205,Electrical and Electronic Circuits,68304,Laboratory,AB3,03:00PM - 04:50PM,M,,4074,Electrical & Computer Eng Bldg
ECE 205,Electrical and Electronic Circuits,68305,Laboratory,AB4,05:00PM - 06:50PM,M,,4074,Electrical & Computer Eng Bldg
ECE 205,Electrical and Electronic Circuits,68307,Laboratory,AB6,10:00AM - 11:50AM,W,,4074,Electrical & Computer Eng Bldg
ECE 205,Electrical and Electronic Circuits,68308,Laboratory,AB7,03:00PM - 04:50PM,W,,4074,Electrical & Computer Eng Bldg
ECE 205,Electrical and Electronic Circuits,68309,Laboratory,AB8,05:00PM - 06:50PM,W,,4074,Electrical & Computer Eng Bldg
ECE 205,Electrical and Electronic Circuits,68310,Laboratory,AB9,08:00AM - 09:50AM,R,,4074,Electrical & Computer Eng Bldg
ECE 205,Electrical and Electronic Circuits,68311,Laboratory,ABA,05:00PM - 06:50PM,R,,4074,Electrical & Computer Eng Bldg
ECE 205,Electrical and Electronic Circuits,68312,Laboratory,ABB,10:00AM - 11:50AM,F,,4074,Electrical & Computer Eng Bldg
ECE 205,Electrical and Electronic Circuits,68313,Laboratory,ABC,03:00PM - 04:50PM,F,,4074,Electrical & Computer Eng Bldg
ECE 205,Electrical and Electronic Circuits,60609,Lecture,AL,12:00PM - 12:50PM,MWF,"Ravaioli, U",1002,Electrical & Computer Eng Bldg
ECE 206,Electrical and Electronic Circuits Lab,36694,Laboratory,F1,12:00PM - 01:50PM,M,"Radhakrishnan, C",4074,Electrical & Computer Eng Bldg
ECE 206,Electrical and Electronic Circuits Lab,36831,Laboratory,F2,08:00AM - 09:50AM,T,"Radhakrishnan, C",4074,Electrical & Computer Eng Bldg
ECE 206,Electrical and Electronic Circuits Lab,36830,Laboratory,F3,12:00PM - 01:50PM,W,"Radhakrishnan, C",4074,Electrical & Computer Eng Bldg
ECE 206,Electrical and Electronic Circuits Lab,36828,Laboratory,F4,08:00AM - 09:50AM,F,"Radhakrishnan, C",4074,Electrical & Computer Eng Bldg
ECE 206,Electrical and Electronic Circuits Lab,36827,Laboratory,F5,12:00PM - 01:50PM,F,"Radhakrishnan, C",4074,Electrical & Computer Eng Bldg
ECE 206,Electrical and Electronic Circuits Lab,36825,Laboratory,F6,07:00PM - 08:50PM,M,"Radhakrishnan, C",4074,Electrical & Computer Eng Bldg
ECE 210,Analog Signal Processing,36863,Laboratory,AB1,12:00PM - 01:50PM,W,,4072,Electrical & Computer Eng Bldg
ECE 210,Analog Signal Processing,36891,Laboratory,AB2,12:00PM - 01:50PM,W,,4072,Electrical & Computer Eng Bldg
ECE 210,Analog Signal Processing,36867,Laboratory,AB3,02:00PM - 03:50PM,W,,4072,Electrical & Computer Eng Bldg
ECE 210,Analog Signal Processing,36874,Laboratory,AB4,02:00PM - 03:50PM,W,,4072,Electrical & Computer Eng Bldg
ECE 210,Analog Signal Processing,36875,Laboratory,AB5,04:00PM - 05:50PM,W,,4072,Electrical & Computer Eng Bldg
ECE 210,Analog Signal Processing,36881,Laboratory,AB6,04:00PM - 05:50PM,W,,4072,Electrical & Computer Eng Bldg
ECE 210,Analog Signal Processing,36878,Laboratory,AB7,10:00AM - 11:50AM,R,,4072,Electrical & Computer Eng Bldg
ECE 210,Analog Signal Processing,36888,Laboratory,AB8,10:00AM - 11:50AM,R,,4072,Electrical & Computer Eng Bldg
ECE 210,Analog Signal Processing,36883,Laboratory,AB9,12:00PM - 01:50PM,R,,4072,Electrical & Computer Eng Bldg
ECE 210,Analog Signal Processing,36709,Laboratory,ABA,12:00PM - 01:50PM,R,,4072,Electrical & Computer Eng Bldg
ECE 210,Analog Signal Processing,36717,Laboratory,ABB,02:00PM - 03:50PM,R,,4072,Electrical & Computer Eng Bldg
ECE 210,Analog Signal Processing,56612,Laboratory,ABC,02:00PM - 03:50PM,R,,4072,Electrical & Computer Eng Bldg
ECE 210,Analog Signal Processing,36696,Lecture,AL1,10:00AM - 10:50AM,MTWF,"Schmitz, C",1013,Electrical & Computer Eng Bldg
ECE 210,Analog Signal Processing,36702,Lecture,AL2,11:00AM - 11:50AM,MTWF,"Alvarez, J",1013,Electrical & Computer Eng Bldg
ECE 210,Analog Signal Processing,36706,Lecture,AL3,12:00PM - 12:50PM,MTWF,,1013,Electrical & Computer Eng Bldg
ECE 210,Analog Signal Processing,57718,Lecture,AL4,02:00PM - 02:50PM,MTWF,"Tsopelakos, A",1013,Electrical & Computer Eng Bldg
ECE 211,Analog Circuits & Systems,31722,Lecture,B,10:00AM - 10:50AM,MTWF,"Schmitz, C",1013,Electrical & Computer Eng Bldg
ECE 211,Analog Circuits & Systems,31723,Lecture,C,11:00AM - 11:50AM,MTWF,"Alvarez, J",1013,Electrical & Computer Eng Bldg
ECE 211,Analog Circuits & Systems,57719,Lecture,D,02:00PM - 02:50PM,MTWF,,1013,Electrical & Computer Eng Bldg
ECE 211,Analog Circuits & Systems,31725,Lecture,E,12:00PM - 12:50PM,MTWF,,1013,Electrical & Computer Eng Bldg
ECE 220,Computer Systems & Programming,64602,Discussion/ Recitation,BD2,09:00AM - 09:50AM,F,,2022,Electrical & Computer Eng Bldg
ECE 220,Computer Systems & Programming,64603,Discussion/ Recitation,BD3,10:00AM - 10:50AM,F,,2022,Electrical & Computer Eng Bldg
ECE 220,Computer Systems & Programming,64604,Discussion/ Recitation,BD4,11:00AM - 11:50AM,F,,2022,Electrical & Computer Eng Bldg
ECE 220,Computer Systems & Programming,64605,Discussion/ Recitation,BD5,12:00PM - 12:50PM,F,,2022,Electrical & Computer Eng Bldg
ECE 220,Computer Systems & Programming,64606,Discussion/ Recitation,BD6,01:00PM - 01:50PM,F,,2022,Electrical & Computer Eng Bldg
ECE 220,Computer Systems & Programming,64607,Discussion/ Recitation,BD7,02:00PM - 02:50PM,F,,2022,Electrical & Computer Eng Bldg
ECE 220,Computer Systems & Programming,64608,Discussion/ Recitation,BD8,03:00PM - 03:50PM,F,,2022,Electrical & Computer Eng Bldg
ECE 220,Computer Systems & Programming,64610,Discussion/ Recitation,BD9,04:00PM - 04:50PM,F,,2022,Electrical & Computer Eng Bldg
ECE 220,Computer Systems & Programming,64600,Lecture,BL1,12:30PM - 01:50PM,TR,"Chen, Y",1002,Electrical & Computer Eng Bldg
ECE 220,Computer Systems & Programming,66373,Lecture,BL2,11:00AM - 12:20PM,TR,"Hu, Y",2017,Electrical & Computer Eng Bldg
ECE 220,Computer Systems & Programming,66374,Lecture,BL3,02:00PM - 03:20PM,TR,"Abraham, I",2017,Electrical & Computer Eng Bldg
ECE 298,Special Topics,72439,Lecture,ABS,03:00PM - 03:50PM,F,"Banerjee, A",2015,Electrical & Computer Eng Bldg
ECE 298,Special Topics,76513,Lecture,RR,03:00PM - 03:50PM,T,"Liu, SRakheja, SRavaioli, U",1013,Electrical & Computer Eng Bldg
ECE 304,Photonic Devices,59854,Lecture,C,12:00PM - 12:50PM,MWF,"Choquette, K",2013,Electrical & Computer Eng Bldg
ECE 310,Digital Signal Processing,70543,Lecture,CCS,12:00PM - 12:50PM,MWF,"Shomorony, I",3017,Electrical & Computer Eng Bldg
ECE 310,Digital Signal Processing,58210,Lecture,E,03:00PM - 03:50PM,MWF,"Snyder, C",3017,Electrical & Computer Eng Bldg
ECE 310,Digital Signal Processing,58213,Lecture,G,09:00AM - 09:50AM,MWF,"Do, M",3017,Electrical & Computer Eng Bldg
ECE 311,Digital Signal Processing Lab,58591,Laboratory,A,09:00AM - 10:50AM,T,"Do, MShomorony, I",2022,Electrical & Computer Eng Bldg
ECE 311,Digital Signal Processing Lab,58592,Laboratory,B,11:00AM - 12:50PM,T,"Do, MShomorony, I",2022,Electrical & Computer Eng Bldg
ECE 311,Digital Signal Processing Lab,58593,Laboratory,C,05:00PM - 06:50PM,T,"Do, MShomorony, I",2022,Electrical & Computer Eng Bldg
ECE 311,Digital Signal Processing Lab,70544,Laboratory,CCS,02:00PM - 03:50PM,T,"Do, MShomorony, I",2022,Electrical & Computer Eng Bldg
ECE 313,Probability with Engrg Applic,49975,Discussion/ Recitation,A,02:00PM - 03:20PM,TR,"Veeravalli, V",3013,Electrical & Computer Eng Bldg
ECE 313,Probability with Engrg Applic,64886,Discussion/ Recitation,B,10:00AM - 10:50AM,MWF,,3017,Electrical & Computer Eng Bldg
ECE 313,Probability with Engrg Applic,49976,Discussion/ Recitation,C,11:00AM - 11:50AM,MWF,"Chen, X",3017,Electrical & Computer Eng Bldg
ECE 313,Probability with Engrg Applic,52208,Discussion/ Recitation,D,01:00PM - 01:50PM,MWF,"Katselis, D",3017,Electrical & Computer Eng Bldg
ECE 313,Probability with Engrg Applic,70434,Discussion/ Recitation,F,05:00PM - 05:50PM,MWF,,3017,Electrical & Computer Eng Bldg
ECE 314,Probability in Engineering Lab,66503,Laboratory,A,11:00AM - 11:50AM,W,"Hajek, BLevick, K",2013,Electrical & Computer Eng Bldg
ECE 314,Probability in Engineering Lab,66505,Laboratory,B,02:00PM - 02:50PM,W,"Hajek, BLevick, K",2013,Electrical & Computer Eng Bldg
ECE 316,Ethics and Engineering,36862,Lecture,E1,11:00AM - 12:20PM,TR,"Hillmer, P",329,Gregory Hall
ECE 316,Ethics and Engineering,36869,Lecture,E2,02:00PM - 03:20PM,TR,"Hillmer, P",329,Gregory Hall
ECE 329,Fields and Waves I,31727,Discussion/ Recitation,C,10:00AM - 10:50AM,MWF,"Chen, X",2013,Electrical & Computer Eng Bldg
ECE 329,Fields and Waves I,31729,Discussion/ Recitation,E,01:00PM - 01:50PM,MWF,"Shao, Y",1015,Electrical & Computer Eng Bldg
ECE 329,Fields and Waves I,31732,Discussion/ Recitation,X,12:00PM - 12:50PM,MWF,,2017,Electrical & Computer Eng Bldg
ECE 330,Power Ckts & Electromechanics,58237,Discussion/ Recitation,C,09:00AM - 09:50AM,MWF,"Mironenko, O",1015,Electrical & Computer Eng Bldg
ECE 330,Power Ckts & Electromechanics,58238,Discussion/ Recitation,N,02:00PM - 02:50PM,MWF,"Schuh, J",3017,Electrical & Computer Eng Bldg
ECE 333,Green Electric Energy,54415,Lecture,A,09:30AM - 10:50AM,TR,"Mironenko, O",1015,Electrical & Computer Eng Bldg
ECE 340,Semiconductor Electronics,59020,Discussion/ Recitation,A,12:00PM - 12:50PM,MWF,"Dallesasse, J",1015,Electrical & Computer Eng Bldg
ECE 340,Semiconductor Electronics,58224,Discussion/ Recitation,B,10:00AM - 10:50AM,MWF,"Gilbert, M",3013,Electrical & Computer Eng Bldg
ECE 340,Semiconductor Electronics,58225,Discussion/ Recitation,D,11:00AM - 11:50AM,MWF,"Zhu, W",2017,Electrical & Computer Eng Bldg
ECE 342,Electronic Circuits,58228,Lecture,D,11:00AM - 11:50AM,MWF,"Radhakrishnan, C",3013,Electrical & Computer Eng Bldg
ECE 342,Electronic Circuits,62848,Lecture,F,12:00PM - 12:50PM,MWF,"Radhakrishnan, C",3013,Electrical & Computer Eng Bldg
ECE 343,Electronic Circuits Laboratory,58230,Laboratory,N,11:00AM - 01:50PM,T,"Radhakrishnan, C",4074,Electrical & Computer Eng Bldg
ECE 343,Electronic Circuits Laboratory,58231,Laboratory,O,02:00PM - 04:50PM,T,"Radhakrishnan, C",4074,Electrical & Computer Eng Bldg
ECE 343,Electronic Circuits Laboratory,58233,Laboratory,Q,05:00PM - 07:50PM,T,"Radhakrishnan, C",4074,Electrical & Computer Eng Bldg
ECE 343,Electronic Circuits Laboratory,61458,Laboratory,R,11:00AM - 01:50PM,R,"Radhakrishnan, C",4074,Electrical & Computer Eng Bldg
ECE 343,Electronic Circuits Laboratory,61459,Laboratory,S,02:00PM - 04:50PM,R,"Radhakrishnan, C",4074,Electrical & Computer Eng Bldg
ECE 350,Fields and Waves II,58235,Discussion/ Recitation,X,12:00PM - 12:50PM,MWF,"Kudeki, E",2015,Electrical & Computer Eng Bldg
ECE 374,Introduction to Algorithms & Models of Computation,70647,Discussion/ Recitation,ADA,09:00AM - 09:50AM,WF,"Har-Peled, S",2406,Siebel Center for Comp Sci
ECE 374,Introduction to Algorithms & Models of Computation,70648,Discussion/ Recitation,ADB,10:00AM - 10:50AM,WF,"Har-Peled, S",2406,Siebel Center for Comp Sci
ECE 374,Introduction to Algorithms & Models of Computation,70649,Discussion/ Recitation,ADC,11:00AM - 11:50AM,WF,"Har-Peled, S",2406,Siebel Center for Comp Sci
ECE 374,Introduction to Algorithms & Models of Computation,72093,Discussion/ Recitation,ADD,12:00PM - 12:50PM,WF,"Har-Peled, S",2406,Siebel Center for Comp Sci
ECE 374,Introduction to Algorithms & Models of Computation,72095,Discussion/ Recitation,ADE,01:00PM - 01:50PM,WF,"Har-Peled, S",2406,Siebel Center for Comp Sci
ECE 374,Introduction to Algorithms & Models of Computation,66548,Discussion/ Recitation,ADF,02:00PM - 02:50PM,WF,"Har-Peled, S",2406,Siebel Center for Comp Sci
ECE 374,Introduction to Algorithms & Models of Computation,72202,Discussion/ Recitation,ADG,03:00PM - 03:50PM,WF,"Har-Peled, S",2406,Siebel Center for Comp Sci
ECE 374,Introduction to Algorithms & Models of Computation,66550,Discussion/ Recitation,ADH,04:00PM - 04:50PM,WF,"Har-Peled, S",1214,Siebel Center for Comp Sci
ECE 374,Introduction to Algorithms & Models of Computation,66553,Discussion/ Recitation,ADK,05:00PM - 05:50PM,WF,"Har-Peled, S",1214,Siebel Center for Comp Sci
ECE 374,Introduction to Algorithms & Models of Computation,75940,Discussion/ Recitation,ADL,06:00PM - 06:50PM,WF,"Har-Peled, S",1214,Siebel Center for Comp Sci
ECE 374,Introduction to Algorithms & Models of Computation,66542,Lecture,AL1,11:00AM - 12:15PM,TR,"Har-Peled, S",1025,Campus Instructional Facility
ECE 374,Introduction to Algorithms & Models of Computation,70642,Lecture,BL1,12:30PM - 01:45PM,TR,"Kani, NUmrawal, A",1025,Campus Instructional Facility
