Subject,Course Id,Name,Section Code,Start Date,End Date,Type,Start,End,Days,Room Number,Building,Instructors
ANTH,440,Human Paleontology,U,2024-08-26Z,2024-12-11Z,Lecture,09:30 AM,10:50 AM,TR,116,Davenport Hall,"['Jelinek, P']"
ANTH,441,Human Genetics,G1,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,TR,209A,Davenport Hall,"['David, L']"
ANTH,441,Human Genetics,U1,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,TR,209A,Davenport Hall,"['David, L']"
ANTH,452,Stone Tool Technology Analysis,1G,2024-08-26Z,2024-12-11Z,Laboratory-Discussion,02:00 PM,04:50 PM,F,109A,Davenport Hall,"['Ambrose, S']"
ANTH,452,Stone Tool Technology Analysis,1U,2024-08-26Z,2024-12-11Z,Laboratory-Discussion,02:00 PM,04:50 PM,F,109A,Davenport Hall,"['Ambrose, S']"
ANTH,456,Contemporary Archaeology,1G,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,02:20 PM,WF,109A,Davenport Hall,"['Riggs, E']"
ANTH,456,Contemporary Archaeology,1U,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,02:20 PM,WF,109A,Davenport Hall,"['Riggs, E']"
ANTH,470,Anthropology of Modern China,JM,2024-08-26Z,2024-12-11Z,Lecture,11:00 AM,12:20 PM,TR,G36,"Literatures, Cultures, & Ling","['Martin, J']"
ANTH,479,"Race, Medicine, and Society",G,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:30 PM,02:50 PM,W,103,1207 W Oregon,"['Lira, N']"
ANTH,479,"Race, Medicine, and Society",U,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:30 PM,02:50 PM,W,103,1207 W Oregon,"['Lira, N']"
ANTH,498,Senior Capstone Seminar,1,2024-08-26Z,2024-12-11Z,Lecture-Discussion,10:00 AM,12:50 PM,F,109A,Davenport Hall,"['Desmond, J', 'Riggs, E']"
ANTH,499,Topics in Anthropology,BR,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:00 PM,02:50 PM,M,109A,Davenport Hall,"['Ritchison, B']"
ANTH,499,Topics in Anthropology,LD,2024-08-26Z,2024-12-11Z,Seminar,02:00 PM,03:20 PM,TR,1026,Lincoln Hall,"['David, L']"
ANTH,511,Research Proposal Seminar,1,2024-08-26Z,2024-12-11Z,Conference,12:30 PM,01:50 PM,TR,209A,Davenport Hall,"['Ambrose, S']"
ANTH,511,Research Proposal Seminar,2,2024-08-26Z,2024-12-11Z,Conference,09:30 AM,10:50 AM,TR,209A,Davenport Hall,"['Greenberg, J']"
ANTH,514,Seminar in Cognitive Science,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:30 PM,04:50 PM,TR,1002,Lincoln Hall,"['Hummel, J']"
ANTH,515,Seminar in Anthropology,BF1,2024-10-21Z,2024-12-11Z,Laboratory-Discussion,03:30 PM,06:20 PM,MW,9,FAR Meeting Space,"['Farnell, B']"
ANTH,515,Seminar in Anthropology,IA,2024-08-26Z,2024-12-11Z,Lecture-Discussion,10:00 AM,10:50 AM,MW,109A,Davenport Hall,"['Greenberg, J']"
ANTH,515,Seminar in Anthropology,KC,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:30 PM,01:50 PM,TR,143,Loomis Laboratory,"['Clancy, K']"
ANTH,515,Seminar in Anthropology,KC1,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,TR,109A,Davenport Hall,"['Calhoun, K']"
ANTH,515,Seminar in Anthropology,ST,2024-08-26Z,2024-12-11Z,Seminar,01:00 PM,03:50 PM,M,209A,Davenport Hall,"['Telep, S']"
ANTH,518,Language in Culture II,1,2024-08-26Z,2024-12-11Z,Conference,12:00 PM,02:50 PM,W,1064,Lincoln Hall,"['Smalls, K']"
ANTH,555,The Archaeology of Complexity,1,2024-08-26Z,2024-12-11Z,Conference,02:00 PM,04:50 PM,T,393,Bevier Hall,"['Lucero, L']"
ANTH,558,Key Issues in Heritage Studies,1,2024-08-26Z,2024-12-11Z,Lecture-Discussion,05:00 PM,07:50 PM,M,109A,Davenport Hall,"['Silverman, H']"
ANTH,560,Anthropology and Law,AL1,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,05:50 PM,W,F,Law Building,"['Fennell, C']"
ARAB,150,Lang&Culture of Arab World,A1,2024-08-26Z,2024-10-18Z,Lecture-Discussion,02:00 PM,03:50 PM,M,G24,"Literatures, Cultures, & Ling","['Saadah, E']"
ARAB,150,Lang&Culture of Arab World,A1,2024-08-26Z,2024-10-18Z,Online,02:00 PM,03:50 PM,W,G24,"Literatures, Cultures, & Ling","['Saadah, E']"
ARAB,201,Elementary Standard Arabic I,BE1,2024-08-26Z,2024-12-11Z,Laboratory,11:00 AM,11:50 AM,R,1030,"Literatures, Cultures, & Ling","['Saadah, E']"
ARAB,201,Elementary Standard Arabic I,BE1,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,11:50 AM,MTWF,1126,"Literatures, Cultures, & Ling","['Saadah, E']"
ARAB,201,Elementary Standard Arabic I,DE1,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,01:50 PM,R,1024,"Literatures, Cultures, & Ling","['Saadah, E']"
ARAB,201,Elementary Standard Arabic I,DE1,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,01:50 PM,MTWF,1024,"Literatures, Cultures, & Ling","['Saadah, E']"
ARAB,403,Intermediate Stand Arabic I,A1,2024-08-26Z,2024-12-11Z,Laboratory,12:00 PM,12:50 PM,M,1024,"Literatures, Cultures, & Ling","['Saadah, E']"
ARAB,403,Intermediate Stand Arabic I,A1,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:00 PM,12:50 PM,TWR,215,Davenport Hall,"['Saadah, E']"
ARAB,403,Intermediate Stand Arabic I,C,2024-08-26Z,2024-12-11Z,Laboratory,10:00 AM,10:50 AM,R,1048,"Literatures, Cultures, & Ling","['Saadah, E']"
ARAB,403,Intermediate Stand Arabic I,C,2024-08-26Z,2024-12-11Z,Lecture-Discussion,10:00 AM,10:50 AM,MTW,320,Mumford Hall,"['Saadah, E']"
ARAB,405,Advanced Standard Arabic I,B,2024-08-26Z,2024-12-11Z,Laboratory,10:00 AM,10:50 AM,F,3072E,"Literatures, Cultures, & Ling","['Saadah, E']"
ARAB,405,Advanced Standard Arabic I,B,2024-08-26Z,2024-12-11Z,Lecture-Discussion,10:00 AM,10:50 AM,MW,3072E,"Literatures, Cultures, & Ling","['Saadah, E']"
ARAB,412,Business Arabic,G4,2024-08-26Z,2024-12-11Z,Laboratory,11:00 AM,11:50 AM,F,3072E,"Literatures, Cultures, & Ling","['Saadah, E']"
ARAB,412,Business Arabic,G4,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,11:50 AM,MW,3072E,"Literatures, Cultures, & Ling","['Saadah, E']"
ARAB,412,Business Arabic,U3,2024-08-26Z,2024-12-11Z,Laboratory,11:00 AM,11:50 AM,F,3072E,"Literatures, Cultures, & Ling","['Saadah, E']"
ARAB,412,Business Arabic,U3,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,11:50 AM,MW,3072E,"Literatures, Cultures, & Ling","['Saadah, E']"
ARCH,101,Introduction to Architecture,ITA,2024-08-26Z,2024-12-11Z,Conference,02:00 PM,03:50 PM,T,134,Temple Hoyne Buell Hall,"['Rodriguez Suarez, F']"
ARCH,171,Introduction to Design I,AL1,2024-08-26Z,2024-12-11Z,Laboratory,09:00 AM,11:50 AM,MW,ARR,Architecture Annex,"['Brackeen, A', 'Clark, J']"
ARCH,199,Undergraduate Open Seminar,KH,2024-08-26Z,2024-12-11Z,Conference,10:00 AM,11:20 AM,TR,315,Temple Hoyne Buell Hall,"['Hinders, K']"
ARCH,210,Introduction to the History of World Architecture,AD1,2024-08-26Z,2024-12-11Z,Discussion/Recitation,11:00 AM,11:50 AM,F,317,David Kinley Hall,"['Grossman, H']"
ARCH,210,Introduction to the History of World Architecture,AD2,2024-08-26Z,2024-12-11Z,Discussion/Recitation,01:00 PM,01:50 PM,F,102A,Architecture Building,[]
ARCH,210,Introduction to the History of World Architecture,AD3,2024-08-26Z,2024-12-11Z,Discussion/Recitation,12:00 PM,12:50 PM,F,102B,Architecture Building,"['Grossman, H']"
ARCH,210,Introduction to the History of World Architecture,AD4,2024-08-26Z,2024-12-11Z,Discussion/Recitation,12:00 PM,12:50 PM,F,310,David Kinley Hall,[]
ARCH,210,Introduction to the History of World Architecture,AD5,2024-08-26Z,2024-12-11Z,Discussion/Recitation,01:00 PM,01:50 PM,F,113,David Kinley Hall,"['Grossman, H']"
ARCH,210,Introduction to the History of World Architecture,AL,2024-08-26Z,2024-12-11Z,Lecture,04:00 PM,05:20 PM,TR,134,Temple Hoyne Buell Hall,"['Grossman, H']"
ARCH,231,Anatomy of Buildings,AB1,2024-08-26Z,2024-12-11Z,Laboratory,11:00 AM,12:20 PM,TR,ARR,Architecture Annex,"['Deutsch, R']"
ARCH,231,Anatomy of Buildings,AL1,2024-08-26Z,2024-12-11Z,Lecture,09:30 AM,10:50 AM,TR,134,Temple Hoyne Buell Hall,"['Deutsch, R']"
ARCH,237,Urban Scale Sustainability,AL,2024-08-26Z,2024-12-11Z,Lecture,09:30 AM,10:50 AM,MW,102B,Architecture Building,"['Bross, B']"
ARCH,273,Fundamentals of Design I,AL1,2024-08-26Z,2024-12-11Z,Laboratory,09:00 AM,11:50 AM,MW,111,Architecture Building,"['Lassiter, W', 'Schwartzman, G', 'Swiatek, H']"
ARCH,321,"Environment, Architecture, and Global Health",AL1,2024-08-26Z,2024-12-11Z,Lecture,03:30 PM,04:50 PM,TR,66,Library,"['Zook, J']"
ARCH,371,Intermediate Design I,E1,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,200,Architecture Building,"['Altshuler, J']"
ARCH,371,Intermediate Design I,E2,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,200,Architecture Building,"['Altshuler, J']"
ARCH,371,Intermediate Design I,E3,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,200,Architecture Building,"['Altshuler, J', 'Clark, J']"
ARCH,371,Intermediate Design I,E4,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,200,Architecture Building,"['Altshuler, J', 'Swiatek, H']"
ARCH,371,Intermediate Design I,E5,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,200,Architecture Building,"['Altshuler, J', 'Schwartzman, G']"
ARCH,371,Intermediate Design I,E6,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,200,Architecture Building,"['Altshuler, J', 'Clark, J']"
ARCH,371,Intermediate Design I,E7,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,200,Architecture Building,"['Altshuler, J', 'Schwartzman, G']"
ARCH,401,Independent Study,IDA,2024-08-26Z,2024-12-11Z,Independent Study,11:00 AM,12:20 PM,TR,6E,Architecture Building,"['Lassiter, W']"
ARCH,403,Special Topics in Architectural History,CH,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:30 AM,10:50 AM,TR,102B,Architecture Building,"['Leslie, T']"
ARCH,412,Medieval Architecture,M,2024-08-26Z,2024-12-11Z,Lecture,12:30 PM,01:50 PM,TR,302,Architecture Building,"['Grossman, H']"
ARCH,417,Modern and Contemporary Global Architecture,T,2024-08-26Z,2024-12-11Z,Lecture,10:00 AM,11:20 AM,MW,302,Architecture Building,"['Johnson, T']"
ARCH,424,Gender & Race in Contemp Arch,B,2024-08-26Z,2024-12-11Z,Discussion/Recitation,11:00 AM,12:20 PM,TR,102A,Architecture Building,"['Anthony, K']"
ARCH,433,Design of Steel and Reinforced Concrete Structures I,AB1,2024-08-26Z,2024-12-11Z,Laboratory,09:30 AM,10:50 AM,F,223,David Kinley Hall,"['Aminmansour, A']"
ARCH,433,Design of Steel and Reinforced Concrete Structures I,AB2,2024-08-26Z,2024-12-11Z,Laboratory,09:30 AM,10:50 AM,F,430,Armory,"['Aminmansour, A']"
ARCH,433,Design of Steel and Reinforced Concrete Structures I,AB3,2024-08-26Z,2024-12-11Z,Laboratory,09:30 AM,10:50 AM,F,393,Bevier Hall,"['Aminmansour, A']"
ARCH,433,Design of Steel and Reinforced Concrete Structures I,AB4,2024-08-26Z,2024-12-11Z,Laboratory,09:30 AM,10:50 AM,F,316S,Mumford Hall,"['Aminmansour, A']"
ARCH,434,Environmental Control Systems I,AB1,2024-08-26Z,2024-12-11Z,Laboratory,11:00 AM,12:20 PM,F,428,Armory,"['Boubekri, M', 'Strand, R']"
ARCH,434,Environmental Control Systems I,AB2,2024-08-26Z,2024-12-11Z,Laboratory,11:00 AM,12:20 PM,F,147,Armory,"['Boubekri, M', 'Strand, R']"
ARCH,434,Environmental Control Systems I,AB3,2024-08-26Z,2024-12-11Z,Laboratory,11:00 AM,12:20 PM,F,215B,David Kinley Hall,"['Boubekri, M', 'Strand, R']"
ARCH,434,Environmental Control Systems I,AB4,2024-08-26Z,2024-12-11Z,Laboratory,11:00 AM,12:20 PM,F,215,Gregory Hall,"['Boubekri, M', 'Strand, R']"
ARCH,471,Fundamentals of Arch Design,T3,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,301,Temple Hoyne Buell Hall,"['Isern, D']"
ARCH,473,Advanced Design I,E1,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,300,Architecture Building,[]
ARCH,473,Advanced Design I,E2,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,300,Architecture Building,"['Trevisani, m']"
ARCH,473,Advanced Design I,E3,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,403,Architecture Building,"['Hemingway, E']"
ARCH,473,Advanced Design I,E4,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,300,Architecture Building,"['Zhao, W']"
ARCH,473,Advanced Design I,E5,2024-08-26Z,2024-12-11Z,Online Lab,01:00 PM,05:50 PM,MW,300,Architecture Building,"['Deutsch, R']"
ARCH,473,Advanced Design I,E6,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,403,Architecture Building,"['Taylor, M']"
ARCH,473,Advanced Design I,E7,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,300,Architecture Building,[]
ARCH,490,Special Topics in Contemporary Architecture,SWA,2024-08-26Z,2024-12-11Z,Seminar,09:00 AM,10:20 AM,MW,205,Architecture Building,"['Holliday, K']"
ARCH,521,"Applications in the Built Environment, Architecture and Global Health and Well-Being",AL1,2024-08-26Z,2024-12-11Z,Packaged Section,09:30 AM,10:50 AM,TR,102A,Architecture Building,"['Zook, J']"
ARCH,536,Planning and Design of Structural Systems,AB1,2024-08-26Z,2024-12-11Z,Laboratory,05:00 PM,06:20 PM,R,102A,Architecture Building,"['Krishnan, S']"
ARCH,536,Planning and Design of Structural Systems,AB2,2024-08-26Z,2024-12-11Z,Laboratory,05:00 PM,06:20 PM,R,102B,Architecture Building,"['Krishnan, S']"
ARCH,536,Planning and Design of Structural Systems,AB3,2024-08-26Z,2024-12-11Z,Laboratory,05:00 PM,06:20 PM,R,301,Architecture Building,"['Krishnan, S']"
ARCH,536,Planning and Design of Structural Systems,AL,2024-08-26Z,2024-12-11Z,Lecture,11:00 AM,12:20 PM,TR,223,Gregory Hall,"['Krishnan, S']"
ARCH,550,Design of Steel and Reinforced Concrete Structures II,AL,2024-08-26Z,2024-12-11Z,Lecture,08:00 AM,09:20 AM,TR,301,Architecture Building,"['Aminmansour, A']"
ARCH,552,Soil Mech and Foundations,F,2024-08-26Z,2024-12-11Z,Lecture-Discussion,06:30 PM,07:50 PM,TR,310,David Kinley Hall,"['Pawlikowski, J']"
ARCH,558,Structural Wood Design,W,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:30 PM,04:50 PM,TR,102B,Architecture Building,"['Krishnan, S']"
ARCH,563,Human-centric Research for Designed Environments,D,2024-08-26Z,2024-12-11Z,Seminar,10:00 AM,11:50 AM,W,205,Architecture Building,"['Zook, J']"
ARCH,571,Design: Detail and Architectonics,E1,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,211,Temple Hoyne Buell Hall,"['Erickson, K']"
ARCH,571,Design: Detail and Architectonics,E2,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,217,Temple Hoyne Buell Hall,"['Emami, N']"
ARCH,571,Design: Detail and Architectonics,E3,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,305,Temple Hoyne Buell Hall,"['Poss, J']"
ARCH,571,Design: Detail and Architectonics,E4,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,205,Temple Hoyne Buell Hall,"['Kapp, P']"
ARCH,571,Design: Detail and Architectonics,E5,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,311,Temple Hoyne Buell Hall,[]
ARCH,572,Design: Health and Well-being,E1,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,305,Temple Hoyne Buell Hall,"['Ekici, D']"
ARCH,573,Design: Technology and Performance,E1,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,301,Temple Hoyne Buell Hall,"['Armstrong, P']"
ARCH,573,Design: Technology and Performance,E2,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,211,Temple Hoyne Buell Hall,"['Natke, P']"
ARCH,574,Design: Architecture and Urban Design,E1,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,311,Temple Hoyne Buell Hall,"['Bartumeus Ferre, S']"
ARCH,574,Design: Architecture and Urban Design,E3,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,205,Temple Hoyne Buell Hall,"['Hinders, K']"
ARCH,574,Design: Architecture and Urban Design,E4,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,201,Temple Hoyne Buell Hall,"['Chasco, D']"
ARCH,575,Integrative Architecture Design Studio,E1,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,205,Temple Hoyne Buell Hall,"['Leslie, T']"
ARCH,575,Integrative Architecture Design Studio,E2,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,05:50 PM,MW,205,Temple Hoyne Buell Hall,"['Murray, S']"
ARCH,577,Theories of Architecture,AD1,2024-08-26Z,2024-12-11Z,Discussion/Recitation,10:00 AM,10:50 AM,F,102A,Architecture Building,"['Stallmeyer, J']"
ARCH,577,Theories of Architecture,AD2,2024-08-26Z,2024-12-11Z,Discussion/Recitation,12:00 PM,12:50 PM,F,102A,Architecture Building,"['Stallmeyer, J']"
ARCH,577,Theories of Architecture,AD3,2024-08-26Z,2024-12-11Z,Discussion/Recitation,10:00 AM,10:50 AM,F,102B,Architecture Building,"['Stallmeyer, J']"
ARCH,577,Theories of Architecture,AD5,2024-08-26Z,2024-12-11Z,Discussion/Recitation,11:00 AM,11:50 AM,F,102A,Architecture Building,"['Stallmeyer, J']"
ARCH,577,Theories of Architecture,AD6,2024-08-26Z,2024-12-11Z,Discussion/Recitation,11:00 AM,11:50 AM,F,102B,Architecture Building,"['Stallmeyer, J']"
ARCH,577,Theories of Architecture,AL,2024-08-26Z,2024-12-11Z,Lecture,02:00 PM,03:20 PM,TR,120,Architecture Building,"['Stallmeyer, J']"
ARCH,589,PhD Colloquium,PH1,2024-08-26Z,2024-12-11Z,Seminar,05:00 PM,06:20 PM,W,205,Architecture Building,"['Johnson, T']"
ARCH,593,Special Problems in Detail and Fabrication,FAB,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:00 PM,12:50 PM,MWF,205,Architecture Building,"['Hemingway, E']"
ARCH,594,Special Problems in Building Performance,BER,2024-08-26Z,2024-12-11Z,Seminar,09:30 AM,10:50 AM,TR,135,English Building,"['Strand, R']"
ARCH,594,Special Problems in Building Performance,EXP,2024-08-26Z,2024-12-11Z,Conference,02:00 PM,04:50 PM,R,102A,Architecture Building,"['Murray, S']"
ARCH,594,Special Problems in Building Performance,HPB,2024-08-26Z,2024-12-11Z,Seminar,02:00 PM,04:50 PM,T,4W,Architecture Building,"['Yi, Y']"
ARCH,594,Special Problems in Building Performance,LCC,2024-08-26Z,2024-12-11Z,Seminar,12:30 PM,02:50 PM,T,102A,Architecture Building,"['Boubekri, M']"
ART,140,Introduction to Art,AB1,2024-08-26Z,2024-12-11Z,Studio,09:00 AM,10:50 AM,M,309,Flagg Hall,"['Lee, S']"
ART,140,Introduction to Art,AB2,2024-08-26Z,2024-12-11Z,Studio,01:00 PM,02:50 PM,M,309,Flagg Hall,"['Lee, S']"
ART,140,Introduction to Art,AB3,2024-08-26Z,2024-12-11Z,Studio,04:00 PM,05:50 PM,M,309,Flagg Hall,"['Lee, S']"
ART,140,Introduction to Art,AB4,2024-08-26Z,2024-12-11Z,Studio,09:00 AM,10:50 AM,T,309,Flagg Hall,"['Lee, S']"
ART,140,Introduction to Art,AB5,2024-08-26Z,2024-12-11Z,Studio,01:00 PM,02:50 PM,T,309,Flagg Hall,"['Lee, S']"
ART,140,Introduction to Art,AB6,2024-08-26Z,2024-12-11Z,Studio,09:00 AM,10:50 AM,W,309,Flagg Hall,"['Lee, S']"
ART,140,Introduction to Art,AB7,2024-08-26Z,2024-12-11Z,Studio,01:00 PM,02:50 PM,W,309,Flagg Hall,"['Lee, S']"
ART,140,Introduction to Art,AB8,2024-08-26Z,2024-12-11Z,Studio,04:00 PM,05:50 PM,W,309,Flagg Hall,"['Lee, S']"
ART,140,Introduction to Art,AL1,2024-08-26Z,2024-12-11Z,Lecture,11:00 AM,11:50 AM,R,101,Armory,"['Lee, S']"
ART,150,Introduction to Drawing,1,2024-08-26Z,2024-12-11Z,Studio,06:00 PM,07:50 PM,M,5,Weston Hall,"['Curtis, K']"
ART,150,Introduction to Drawing,2,2024-08-26Z,2024-12-11Z,Studio,03:00 PM,04:50 PM,W,40,Allen Residence Hall,"['Curtis, K']"
ART,156,Ceramics: Wheel Throwing,1,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:50 PM,MW,89,Allen Residence Hall,"['Wiesener, C']"
ART,160,The Image World: Photography for Non-Majors,1,2024-08-26Z,2024-12-11Z,Studio,02:00 PM,03:50 PM,TR,229,Art and Design Building,[]
ART,191,Unit One Studio/Seminar,CW,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,03:20 PM,T,89,Allen Residence Hall,"['Wiesener, C']"
ART,201,Art in Early Childhood,T1,2024-08-26Z,2024-12-11Z,Studio,02:00 PM,03:50 PM,TR,329,Flagg Hall,"['Abel, T']"
ART,594,Art & Design Graduate Teaching Assistant Pedagogy Seminar,1,2024-08-26Z,2024-12-11Z,Seminar,12:00 PM,12:50 PM,M,312,Art and Design Building,[]
ARTD,151,Introduction to Graphic Design,1,2024-08-26Z,2024-12-11Z,Studio,02:00 PM,04:40 PM,TR,208,Art and Design Building,"['Briggs, M']"
ARTD,151,Introduction to Graphic Design,2,2024-08-26Z,2024-12-11Z,Studio,01:00 PM,03:40 PM,MW,208,Art and Design Building,"['Briggs, M']"
ARTD,201,Industrial Design I,1,2024-08-26Z,2024-12-11Z,Studio,10:30 AM,11:50 AM,F,106,Art and Design Building,[]
ARTD,201,Industrial Design I,1,2024-08-26Z,2024-12-11Z,Studio,01:00 PM,03:40 PM,MW,106,Art and Design Building,[]
ARTD,201,Industrial Design I,2,2024-08-26Z,2024-12-11Z,Studio,12:00 PM,01:20 PM,F,106,Art and Design Building,[]
ARTD,201,Industrial Design I,2,2024-08-26Z,2024-12-11Z,Studio,04:00 PM,06:40 PM,MW,106,Art and Design Building,[]
ARTD,201,Industrial Design I,3,2024-08-26Z,2024-12-11Z,Studio,09:00 AM,10:20 AM,F,106,Art and Design Building,[]
ARTD,201,Industrial Design I,3,2024-08-26Z,2024-12-11Z,Studio,09:00 AM,11:40 AM,MW,106,Art and Design Building,[]
ARTD,217,Graphic Design for Non-Majors,A,2024-08-26Z,2024-12-11Z,Studio,04:00 PM,06:40 PM,MW,224,Art and Design Building,"['Fathinezhad, K']"
ARTD,217,Graphic Design for Non-Majors,B,2024-08-26Z,2024-12-11Z,Studio,05:00 PM,07:40 PM,TR,224,Art and Design Building,"['Jones, S']"
ARTD,222,Typographic Practice,B,2024-08-26Z,2024-12-11Z,Studio,09:30 AM,12:10 PM,TR,229,Art and Design Building,"['Sibrian Mai, A']"
ARTD,222,Typographic Practice,C,2024-08-26Z,2024-12-11Z,Studio,09:00 AM,11:40 AM,MW,107,Art and Design Building,"['Marble, J']"
ARTD,222,Typographic Practice,D,2024-08-26Z,2024-12-11Z,Studio,01:00 PM,03:40 PM,MW,216,Art and Design Building,"['Sibrian Mai, A']"
ARTD,225,Design Drawing,AB1,2024-08-26Z,2024-12-11Z,Studio,04:00 PM,06:40 PM,MW,331,Art and Design Building,[]
ARTD,225,Design Drawing,AB2,2024-08-26Z,2024-12-11Z,Studio,02:00 PM,04:40 PM,TR,107,Art and Design Building,[]
ARTD,225,Design Drawing,AB3,2024-08-26Z,2024-12-11Z,Studio,09:30 AM,12:10 PM,TR,107,Art and Design Building,[]
ARTD,230,Design Thinking/Need-Finding,CLD,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,03:20 PM,TR,1050,Siebel Center for Design,[]
ARTD,251,Graphic Design Toolbox,A,2024-10-21Z,2024-12-11Z,Studio,02:00 PM,04:40 PM,TR,319,Art and Design Building,"['Robinson, S']"
ARTD,251,Graphic Design Toolbox,C,2024-10-21Z,2024-12-11Z,Studio,01:00 PM,03:40 PM,MW,319,Art and Design Building,"['Thomas, N']"
ARTD,251,Graphic Design Toolbox,D,2024-10-21Z,2024-12-11Z,Studio,09:00 AM,11:40 AM,MW,319,Art and Design Building,"['Thomas, N']"
ARTD,270,Design Methods,A,2024-08-26Z,2024-10-18Z,Studio,09:00 AM,11:40 AM,MW,216,Art and Design Building,[]
ARTD,270,Design Methods,C,2024-08-26Z,2024-10-18Z,Studio,01:00 PM,03:40 PM,MW,107,Art and Design Building,[]
ARTD,270,Design Methods,D,2024-08-26Z,2024-10-18Z,Studio,04:00 PM,06:40 PM,MW,216,Art and Design Building,[]
ARTD,299,Spec Topics in Design Courses,CHP,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:20 PM,MW,306,Flagg Hall,"['Robinson, S']"
ARTD,301,Industrial Design III,1,2024-08-26Z,2024-12-11Z,Studio,09:00 AM,10:20 AM,F,25West,Art and Design Building,[]
ARTD,301,Industrial Design III,1,2024-08-26Z,2024-12-11Z,Studio,09:00 AM,11:40 AM,MW,25West,Art and Design Building,[]
ARTD,301,Industrial Design III,2,2024-08-26Z,2024-12-11Z,Studio,10:30 AM,11:50 AM,F,25West,Art and Design Building,[]
ARTD,301,Industrial Design III,2,2024-08-26Z,2024-12-11Z,Studio,01:00 PM,03:40 PM,MW,25West,Art and Design Building,[]
ARTD,301,Industrial Design III,3,2024-08-26Z,2024-12-11Z,Studio,12:00 PM,01:20 PM,F,25West,Art and Design Building,[]
ARTD,301,Industrial Design III,3,2024-08-26Z,2024-12-11Z,Studio,04:00 PM,06:40 PM,MW,25West,Art and Design Building,[]
ARTD,318,Interaction Design,1,2024-10-21Z,2024-12-11Z,Studio,09:30 AM,12:10 PM,TR,216,Art and Design Building,"['Trevisani, m']"
