Subject,Course Id,Name,Section Code,Start Date,End Date,Type,Start,End,Days,Room Number,Building,Instructors
EPSY,590,Advanced Seminar in Educational Psychology,AP,2024-08-26Z,2024-12-11Z,Lecture-Discussion,10:20 AM,11:50 AM,F,188S,Education Building,"['Khuri, M']"
EPSY,590,Advanced Seminar in Educational Psychology,BH,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:00 PM,12:50 PM,W,210A,Education Building,"['Lewis, J']"
EPSY,590,Advanced Seminar in Educational Psychology,BM,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:00 PM,12:50 PM,M,242,Education Building,"['Goodnight, M', 'Kern, J']"
EPSY,590,Advanced Seminar in Educational Psychology,BOD,2024-08-26Z,2024-12-11Z,Lecture-Discussion,05:00 PM,07:50 PM,W,42A,Education Building,"['Lindgren, R']"
EPSY,590,Advanced Seminar in Educational Psychology,CAT,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:00 AM,11:50 AM,F,376,Education Building,"['Kern, J']"
EPSY,590,Advanced Seminar in Educational Psychology,GAI,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,03:50 PM,W,166,Education Building,"['Lane, H']"
EPSY,590,Advanced Seminar in Educational Psychology,LBT,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:00 PM,02:50 PM,R,382,Education Building,"['Chen, L']"
EPSY,590,Advanced Seminar in Educational Psychology,MP,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,04:50 PM,M,382,Education Building,"['Perry, M']"
EPSY,590,Advanced Seminar in Educational Psychology,QW,2024-08-26Z,2024-12-11Z,Seminar,01:00 PM,04:50 PM,W,385,Education Building,"['Goodnight, M']"
ERAM,550,Methods of Educational Inquiry,B,2024-08-26Z,2024-12-11Z,Lecture-Discussion,05:00 PM,07:50 PM,M,22,Education Building,"['Hinze-Pifer, R']"
ERAM,552,The Role of Theory in Educational Research,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,03:50 PM,W,389,Education Building,"['Velazquez, M']"
ERAM,555,Ethnographic Methods in Education,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:00 AM,11:50 AM,M,323,Education Building,"['Rodriguez, G']"
ERAM,556,Program Evaluation,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,05:00 PM,08:50 PM,R,385,Education Building,"['Bruno, P']"
ERAM,572,Case Studies in Educational Ethics,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,03:50 PM,M,385,Education Building,"['Taylor, R']"
ERAM,574,Education Law,B,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,04:00 PM,S,42A,Education Building,"['Alexander, S']"
ERAM,574,Education Law,B,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,04:00 PM,S,42A,Education Building,"['Alexander, S']"
ESE,103,Earth's Physical Systems,AB1,2024-08-26Z,2024-12-11Z,Laboratory-Discussion,02:00 PM,03:20 PM,R,137C,Davenport Hall,[]
ESE,103,Earth's Physical Systems,AB2,2024-08-26Z,2024-12-11Z,Laboratory-Discussion,09:30 AM,10:50 AM,F,137C,Davenport Hall,[]
ESE,103,Earth's Physical Systems,AE1,2024-08-26Z,2024-12-11Z,Lecture,09:30 AM,10:50 AM,TR,259,English Building,"['Wang, J']"
ESE,106,Geographies of Globalization,A,2024-08-26Z,2024-12-11Z,Lecture,01:00 PM,01:50 PM,MWF,1306,Everitt Laboratory,[]
ESE,118,Natural Disasters,A,2024-08-26Z,2024-12-11Z,Lecture,01:00 PM,01:50 PM,MWF,2079,Natural History Building,"['Johnson, T', 'Monson, C']"
ESE,140,Climate and Global Change,A,2024-08-26Z,2024-12-11Z,Lecture,12:30 PM,01:50 PM,TR,100,Gregory Hall,"['Proistosescu, C', 'Skocinski, J']"
ESE,143,History of Life,AB2,2024-08-26Z,2024-12-11Z,Laboratory,10:00 AM,11:50 AM,T,121,Davenport Hall,"['Christie, M', 'Woodrich, H']"
ESE,143,History of Life,AB7,2024-08-26Z,2024-12-11Z,Laboratory,03:00 PM,04:50 PM,W,121,Davenport Hall,"['Christie, M', 'Huffaker, J']"
ESE,143,History of Life,ABA,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:50 PM,R,121,Davenport Hall,"['Christie, M', 'Huffaker, J']"
ESE,143,History of Life,AL1,2024-08-26Z,2024-12-11Z,Lecture,02:00 PM,02:50 PM,MW,161,Noyes Laboratory,"['Christie, M']"
ESE,200,Earth Systems,A,2024-08-26Z,2024-12-11Z,Lecture,02:00 PM,03:20 PM,TR,2020,Natural History Building,"['Meghani, N']"
ESE,208,History of the Earth System,AB2,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:50 PM,R,1022,Natural History Building,"['Christie, M', 'Stiegman, M']"
ESE,208,History of the Earth System,AL1,2024-08-26Z,2024-12-11Z,Lecture,10:00 AM,10:50 AM,MWF,2020A,Natural History Building,"['Christie, M']"
ESE,210,Social & Environmental Issues,A1,2024-08-26Z,2024-12-11Z,Lecture,10:00 AM,10:50 AM,MWF,1306,Everitt Laboratory,"['Alvarado, N']"
ESE,289,Environment & Sustainability Field Study,A,2024-08-26Z,2024-10-18Z,Conference,05:00 PM,06:20 PM,R,2020,Natural History Building,"['Kanter, R']"
ESE,311,Environmental Issues Today,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:30 AM,10:50 AM,TR,2078,Natural History Building,"['Meghani, N']"
ESE,360,Environmental Writing,A,2024-08-26Z,2024-12-11Z,Lecture,12:30 PM,01:50 PM,TR,205,Gregory Hall,"['Kanter, R']"
ESE,379,Introduction to Geographic Information Systems,HYB,2024-08-26Z,2024-12-11Z,Lecture,02:00 PM,03:50 PM,W,319,Gregory Hall,"['Minn, M']"
ESE,380,Geographic Information Systems II,A,2024-08-26Z,2024-12-11Z,Laboratory-Discussion,02:00 PM,03:20 PM,TR,1020,Natural History Building,"['Minn, M']"
ESE,410,Green Development,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,TR,336,Davenport Hall,"['Brown, C']"
ESE,470,Introduction to Hydrogeology,C,2024-08-26Z,2024-12-11Z,Lecture,11:00 AM,12:20 PM,TR,1047,Sidney Lu Mech Engr Bldg,"['Druhan, J']"
ESE,477,Advanced Environmental Writing,P,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,03:15 PM,TR,113,Davenport Hall,"['Wood, G']"
ESL,110,English Pronunciation & Oral Fluency,B,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:00 AM,09:50 AM,MWF,G36,"Literatures, Cultures, & Ling","['Faivre, S', 'Franks, S']"
ESL,110,English Pronunciation & Oral Fluency,C,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,02:50 PM,MWF,G36,"Literatures, Cultures, & Ling","['Faivre, S', 'Franks, S']"
ESL,110,English Pronunciation & Oral Fluency,E,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,03:50 PM,MWF,1024,"Literatures, Cultures, & Ling","['Faivre, S', 'Franks, S']"
ESL,110,English Pronunciation & Oral Fluency,F,2024-08-26Z,2024-12-11Z,Lecture-Discussion,10:00 AM,10:50 AM,MWF,G36,"Literatures, Cultures, & Ling","['Faivre, S', 'Franks, S']"
ESL,110,English Pronunciation & Oral Fluency,G,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,01:50 PM,MWF,G36,"Literatures, Cultures, & Ling","['Faivre, S', 'Franks, S']"
ESL,110,English Pronunciation & Oral Fluency,H,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,03:50 PM,MWF,1136,"Literatures, Cultures, & Ling","['Faivre, S', 'Franks, S']"
ESL,111,Intro to Academic Writing I,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,08:00 AM,08:50 AM,MWF,G13,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,111,Intro to Academic Writing I,B,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:00 AM,09:50 AM,MWF,G52,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,111,Intro to Academic Writing I,C,2024-08-26Z,2024-12-11Z,Lecture-Discussion,10:00 AM,10:50 AM,MWF,G52,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,111,Intro to Academic Writing I,D,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:00 AM,09:50 AM,MWF,G13,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,111,Intro to Academic Writing I,E,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,01:50 PM,MWF,G13,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,111,Intro to Academic Writing I,F,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,01:50 PM,MWF,G8B,"Literatures, Cultures, & Ling","['Faivre, S', 'Houston, A']"
ESL,111,Intro to Academic Writing I,G,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,03:50 PM,MWF,G13,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,111,Intro to Academic Writing I,H,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,03:50 PM,MWF,G52,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,111,Intro to Academic Writing I,J,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,02:50 PM,MWF,G52,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,111,Intro to Academic Writing I,K,2024-08-26Z,2024-12-11Z,Lecture-Discussion,04:00 PM,04:50 PM,MWF,G13,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,111,Intro to Academic Writing I,N,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:00 AM,09:50 AM,MWF,G23,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,111,Intro to Academic Writing I,O,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,01:50 PM,MWF,G52,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,111,Intro to Academic Writing I,P,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,02:50 PM,MWF,G7,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,111,Intro to Academic Writing I,Q,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:00 AM,09:50 AM,MWF,G17,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,111,Intro to Academic Writing I,R,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,11:50 AM,MWF,G13,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,111,Intro to Academic Writing I,S,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,03:50 PM,MWF,G23,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,111,Intro to Academic Writing I,T,2024-08-26Z,2024-12-11Z,Lecture-Discussion,04:00 PM,04:50 PM,MWF,G52,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,111,Intro to Academic Writing I,U,2024-08-26Z,2024-12-11Z,Lecture-Discussion,04:00 PM,04:50 PM,MWF,G7,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,111,Intro to Academic Writing I,V,2024-08-26Z,2024-12-11Z,Lecture-Discussion,10:00 AM,10:50 AM,MWF,G13,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,112,Intro to Academic Writing II,B,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,11:50 AM,MWF,G52,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,112,Intro to Academic Writing II,C,2024-08-26Z,2024-12-11Z,Lecture-Discussion,04:00 PM,04:50 PM,MWF,G8B,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,112,Intro to Academic Writing II,D,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,02:50 PM,MWF,G23,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,112,Intro to Academic Writing II,E,2024-08-26Z,2024-12-11Z,Lecture-Discussion,10:00 AM,10:50 AM,MWF,G23,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,115,Principles of Academic Writing,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,10:00 AM,10:50 AM,MWF,G8B,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,115,Principles of Academic Writing,B,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,11:50 AM,MWF,G8B,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,115,Principles of Academic Writing,B1,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,02:50 PM,MWF,G13,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,115,Principles of Academic Writing,C,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,03:50 PM,MWF,G7,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,115,Principles of Academic Writing,E,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,02:50 PM,MWF,G8B,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,115,Principles of Academic Writing,G,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,01:50 PM,MWF,G27,"Literatures, Cultures, & Ling",[]
ESL,115,Principles of Academic Writing,J,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,11:50 AM,MWF,G17,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,115,Principles of Academic Writing,K,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:00 AM,09:50 AM,MWF,G8B,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,115,Principles of Academic Writing,M,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,03:50 PM,MWF,G8B,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,115,Principles of Academic Writing,N,2024-08-26Z,2024-12-11Z,Lecture-Discussion,04:00 PM,04:50 PM,MWF,G23,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,504,English Pronunciation for ITAs,D,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:30 AM,10:50 AM,MW,307,English Building,"['Faivre, S', 'Franks, S']"
ESL,506,Oral Communication for ITAs,F,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:30 PM,04:50 PM,TR,G36,"Literatures, Cultures, & Ling","['Faivre, S', 'Franks, S']"
ESL,506,Oral Communication for ITAs,M,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:30 AM,10:50 AM,TR,G36,"Literatures, Cultures, & Ling","['Faivre, S', 'Franks, S']"
ESL,508,Seminar for Intl TAs,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:30 PM,05:20 PM,M,G46,"Literatures, Cultures, & Ling","['Faivre, S', 'Franks, S']"
ESL,508,Seminar for Intl TAs,B,2024-08-26Z,2024-12-11Z,Lecture-Discussion,05:00 PM,06:50 PM,W,G30,"Literatures, Cultures, & Ling","['Faivre, S', 'Franks, S']"
ESL,508,Seminar for Intl TAs,C,2024-08-26Z,2024-12-11Z,Lecture-Discussion,05:00 PM,06:50 PM,T,1128,"Literatures, Cultures, & Ling","['Faivre, S', 'Franks, S']"
ESL,508,Seminar for Intl TAs,D,2024-08-26Z,2024-12-11Z,Lecture-Discussion,05:00 PM,06:50 PM,R,1046,"Literatures, Cultures, & Ling","['Faivre, S', 'Franks, S']"
ESL,508,Seminar for Intl TAs,F,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:00 AM,10:50 AM,F,1046,"Literatures, Cultures, & Ling","['Faivre, S', 'Franks, S']"
ESL,508,Seminar for Intl TAs,G,2024-08-26Z,2024-12-11Z,Lecture-Discussion,05:00 PM,06:50 PM,M,G30,"Literatures, Cultures, & Ling","['Faivre, S', 'Franks, S']"
ESL,510,English Pronunciation & Oral Fluency,B,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:00 AM,09:50 AM,MWF,G36,"Literatures, Cultures, & Ling","['Faivre, S', 'Franks, S']"
ESL,510,English Pronunciation & Oral Fluency,C,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,02:50 PM,MWF,G36,"Literatures, Cultures, & Ling","['Faivre, S', 'Franks, S']"
ESL,510,English Pronunciation & Oral Fluency,E,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,03:50 PM,MWF,1024,"Literatures, Cultures, & Ling","['Faivre, S', 'Franks, S']"
ESL,510,English Pronunciation & Oral Fluency,F,2024-08-26Z,2024-12-11Z,Lecture-Discussion,10:00 AM,10:50 AM,MWF,G36,"Literatures, Cultures, & Ling","['Faivre, S', 'Franks, S']"
ESL,510,English Pronunciation & Oral Fluency,G,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,01:50 PM,MWF,G36,"Literatures, Cultures, & Ling","['Faivre, S', 'Franks, S']"
ESL,510,English Pronunciation & Oral Fluency,H,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,03:50 PM,MWF,1136,"Literatures, Cultures, & Ling","['Faivre, S', 'Franks, S']"
ESL,511,Written and Oral Communication,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,03:20 PM,TR,G52,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,511,Written and Oral Communication,B,2024-08-26Z,2024-12-11Z,Lecture-Discussion,08:00 AM,09:20 AM,TR,G8B,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,511,Written and Oral Communication,B1,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:30 PM,01:50 PM,TR,G13,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,511,Written and Oral Communication,C,2024-08-26Z,2024-12-11Z,Lecture-Discussion,05:00 PM,06:20 PM,TR,G27,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,511,Written and Oral Communication,D1,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:30 PM,04:50 PM,TR,G3,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,511,Written and Oral Communication,E,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,TR,G23,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,511,Written and Oral Communication,H,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,TR,G17,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,511,Written and Oral Communication,W,2024-08-26Z,2024-12-11Z,Lecture-Discussion,06:30 PM,07:50 PM,TR,G23,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,512,Introduction to Academic Writing,C,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:30 PM,04:50 PM,TR,G23,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,515,Introduction to Academic Writing,H,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,03:20 PM,TR,G13,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,515,Introduction to Academic Writing,I,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:30 PM,04:50 PM,TR,G13,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,515,Introduction to Academic Writing,U,2024-08-26Z,2024-12-11Z,Lecture-Discussion,09:30 AM,10:50 AM,TR,G52,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,521,Written and Oral Business Communication,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,05:00 PM,06:20 PM,MW,G23,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,521,Written and Oral Business Communication,D,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:30 PM,04:50 PM,TR,G8B,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,521,Written and Oral Business Communication,E,2024-08-26Z,2024-12-11Z,Lecture-Discussion,06:30 PM,08:00 PM,TR,G8B,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,522,Introduction to Business Writing,K,2024-08-26Z,2024-12-11Z,Lecture-Discussion,05:00 PM,06:20 PM,MW,G13,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,522,Introduction to Business Writing,L,2024-08-26Z,2024-12-11Z,Lecture-Discussion,06:30 PM,07:50 PM,MW,G52,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,525,Elements of Business Writing,C,2024-08-26Z,2024-12-11Z,Lecture-Discussion,05:00 PM,06:20 PM,MW,G8B,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,592,Advanced Academic Writing,A,2024-08-26Z,2024-10-18Z,Lecture-Discussion,09:30 AM,10:50 AM,TR,G8B,"Literatures, Cultures, & Ling","['Faivre, S']"
ESL,592,Advanced Academic Writing,A1,2024-10-21Z,2024-12-11Z,Independent Study,09:30 AM,10:50 AM,T,G8B,"Literatures, Cultures, & Ling","['Faivre, S', 'Rosado, C']"
ESL,592,Advanced Academic Writing,B,2024-08-26Z,2024-10-18Z,Lecture-Discussion,11:00 AM,12:20 PM,TR,G8B,"Literatures, Cultures, & Ling","['Faivre, S', 'Rosado, C']"
ESL,592,Advanced Academic Writing,C,2024-08-26Z,2024-10-18Z,Lecture-Discussion,12:30 PM,01:50 PM,TR,G52,"Literatures, Cultures, & Ling","['Faivre, S', 'Rosado, C']"
ESL,593,Academic Presentation Skills,B1,2024-10-21Z,2024-12-11Z,Lecture-Discussion,11:00 AM,12:20 PM,TR,G8B,"Literatures, Cultures, & Ling","['Faivre, S', 'Rosado, C']"
ESL,593,Academic Presentation Skills,C1,2024-10-21Z,2024-12-11Z,Lecture-Discussion,12:30 PM,01:50 PM,TR,G52,"Literatures, Cultures, & Ling","['Faivre, S', 'Rosado, C']"
ETMA,100,Technical Systems in Agr,AL1,2024-08-26Z,2024-12-11Z,Lecture,09:00 AM,09:50 AM,MWF,208,Agricultural Engr Sciences Bld,"['Johnson, T']"
ETMA,199,Undergraduate Open Seminar,AL1,2024-08-26Z,2024-12-11Z,Lecture,11:00 AM,11:50 AM,W,248,Agricultural Engr Sciences Bld,[]
ETMA,232,Materials and Construction Sys,AB1,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:50 PM,T,119,Agricultural Engr Sciences Bld,"['Raveendran Nair, G']"
ETMA,232,Materials and Construction Sys,AB2,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:50 PM,R,119,Agricultural Engr Sciences Bld,"['Raveendran Nair, G']"
ETMA,232,Materials and Construction Sys,AL1,2024-08-26Z,2024-12-11Z,Lecture,11:00 AM,11:50 AM,MW,208,Agricultural Engr Sciences Bld,"['Raveendran Nair, G']"
ETMA,233,Metallurgy & Welding Processes,AB1,2024-08-26Z,2024-12-11Z,Laboratory,10:00 AM,11:50 AM,T,119,Agricultural Engr Sciences Bld,"['Raveendran Nair, G']"
ETMA,233,Metallurgy & Welding Processes,AB2,2024-08-26Z,2024-12-11Z,Laboratory,10:00 AM,11:50 AM,R,119,Agricultural Engr Sciences Bld,"['Raveendran Nair, G']"
ETMA,233,Metallurgy & Welding Processes,AB3,2024-08-26Z,2024-12-11Z,Laboratory,08:00 AM,09:50 AM,T,119,Agricultural Engr Sciences Bld,"['Raveendran Nair, G']"
ETMA,233,Metallurgy & Welding Processes,AB4,2024-08-26Z,2024-12-11Z,Laboratory,08:00 AM,09:50 AM,R,119,Agricultural Engr Sciences Bld,"['Raveendran Nair, G']"
ETMA,233,Metallurgy & Welding Processes,AL1,2024-08-26Z,2024-12-11Z,Lecture,03:00 PM,03:50 PM,TR,208,Agricultural Engr Sciences Bld,"['Raveendran Nair, G']"
ETMA,311,Humanity in the Food Web,AD1,2024-08-26Z,2024-12-11Z,Discussion/Recitation,12:00 PM,12:50 PM,W,208,Agricultural Engr Sciences Bld,"['Green-Miller, A', 'Tucker, C']"
ETMA,372,Environ Control & HVAC Systems,YZ,2024-08-26Z,2024-12-11Z,Laboratory,10:00 AM,11:50 AM,R,208,Agricultural Engr Sciences Bld,"['Zhang, Y']"
ETMA,372,Environ Control & HVAC Systems,YZ,2024-08-26Z,2024-12-11Z,Lecture,10:00 AM,10:50 AM,MW,208,Agricultural Engr Sciences Bld,"['Zhang, Y']"
ETMA,422,Industrial and Agricultural Occupational Illness Prevention,AB1,2024-08-26Z,2024-12-11Z,Lecture-Discussion,04:00 PM,06:50 PM,T,208,Agricultural Engr Sciences Bld,"['Issa, S', 'Rudolphi, J']"
ETMA,435,Elec Computer Ctrl Sys,LB1,2024-08-26Z,2024-12-11Z,Laboratory,03:00 PM,04:50 PM,W,220,Agricultural Engr Sciences Bld,"['Grift, T']"
ETMA,435,Elec Computer Ctrl Sys,LB2,2024-08-26Z,2024-12-11Z,Laboratory,01:00 PM,02:50 PM,W,220,Agricultural Engr Sciences Bld,"['Grift, T']"
ETMA,435,Elec Computer Ctrl Sys,LC1,2024-08-26Z,2024-12-11Z,Lecture,03:00 PM,03:50 PM,M,208,Agricultural Engr Sciences Bld,"['Grift, T']"
ETMA,464,Heavy Equipment Powertrains,CMA,2024-08-26Z,2024-12-11Z,Laboratory,09:00 AM,11:50 AM,F,242,Agricultural Engr Sciences Bld,"['Allen, C']"
ETMA,486,Grain Bioprocessing Coproducts,KDR,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,04:20 PM,TR,248,Agricultural Engr Sciences Bld,"['Rausch, K']"
ETMA,499,Seminar,BEJ,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,05:00 PM,MW,248,Agricultural Engr Sciences Bld,"['Jacobson, B', 'Lecher, T']"
ETMA,499,Seminar,LR,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,11:50 AM,MW,3038,Campus Instructional Facility,"['Rodriguez, L']"
ETMA,499,Seminar,LR2,2024-08-26Z,2024-12-11Z,Lecture-Discussion,11:00 AM,11:50 AM,MW,3038,Campus Instructional Facility,"['Rodriguez, L']"
ETMA,499,Seminar,LR2,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:00 PM,12:50 PM,W,2018,Campus Instructional Facility,"['Rodriguez, L']"
ETMA,586,Advanced Bioprocess Coproducts,KDR,2024-08-26Z,2024-12-11Z,Lecture-Discussion,03:00 PM,04:20 PM,TR,248,Agricultural Engr Sciences Bld,"['Rausch, K']"
EURO,376,Children and Youth Literature,U,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,03:20 PM,TR,113,David Kinley Hall,"['Horsfall, W']"
EURO,385,Politics of the European Union,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,02:00 PM,03:20 PM,MW,219,David Kinley Hall,"['Kourtikakis, K']"
EURO,500,Dialogue on Europe,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,01:00 PM,02:50 PM,T,29,Psychology Building,"['Smith, A']"
EURO,501,EU Institutions and Governance,A,2024-08-26Z,2024-12-11Z,Lecture-Discussion,12:00 PM,02:50 PM,R,174,Wohlers Hall,"['Smith, A']"
FAA,101,Arts at Illinois,ADA,2024-08-26Z,2024-10-18Z,Discussion/Recitation,08:00 AM,08:50 AM,T,156,English Building,"['Daniels, R']"
FAA,101,Arts at Illinois,ADB,2024-08-26Z,2024-10-18Z,Discussion/Recitation,12:00 PM,12:50 PM,M,44,English Building,"['Daniels, R']"
FAA,101,Arts at Illinois,ADC,2024-08-26Z,2024-10-18Z,Discussion/Recitation,01:00 PM,01:50 PM,T,162,Education Building,"['Daniels, R']"
FAA,101,Arts at Illinois,ADD,2024-08-26Z,2024-10-18Z,Discussion/Recitation,11:00 AM,11:50 AM,T,37,Education Building,"['Daniels, R']"
FAA,101,Arts at Illinois,ADE,2024-08-26Z,2024-10-18Z,Discussion/Recitation,12:00 PM,12:50 PM,T,156,English Building,"['Daniels, R']"
FAA,101,Arts at Illinois,ADF,2024-08-26Z,2024-10-18Z,Discussion/Recitation,12:00 PM,12:50 PM,W,127,English Building,"['Daniels, R']"
